coll_id,coll_name
188202,"Pane, amore e… - Collezione"
385528,Outrage Collection
53043,The Magick Lantern Cycle
309300,The Trip Collection
219691,I Spit on Your Grave Collection
461755,Napapiirin sankarit
280504,Mechanic Collection
228446,Insidious Collection
56005,Dead Space Collection
473983,Hababam Sınıfı Collection
124426,New Kids Collection
154002,Easy Money Collection
432151,Daffy Duck Movie Collection
229932,Rio Collection
131296,Thor Collection
166381,Atlas Shrugged Collection
150967,Benvenuti al... Collection
146532,The Storm Riders Collection
264914,Eye of the Dolphin Collection
171732,Mothra Collection
148320,Vääpeli Körmy - Collection
281097,Philo Vance Collection
148315,Pekko aikamiespoika Collection
120927,McDull Collection
280588,Horrible Bosses Collection
142021,Dhamaal Collection
118474,Truth in 24 Collection
131295,Captain America Collection
134897,The Smurfs (Theatrical) Collection
241729,Alpha and Omega Collection
433061,Fred Collection
173710,Planet of the Apes (Reboot) Collection
99321,Gantz Collection
230161,Fright Night (Reboot) Collection
86553,Cold Prey Collection
473843,Stake Land Collection
225961,Birdemic Collection
260601,The Worricker Collection
279959,The Inbetweeners Collection
386549,"Fat, Sick & Nearly Dead"
419784,Masti Collection
259085,Ironclad Collection
86311,The Avengers Collection
177062,Blondie Collection
168545,Sometimes They Come Back Collection
165131,Dreileben
286951,Singham Collection
114915,Xtro Collection
129748,The Gruffalo Collection
394204,The Snowman Collection
370374,Sharktopus Collection
131635,The Hunger Games Collection
458697,Macon County Collection
104202,Mr. Bones Collection
91657,Disney Buddies Collection
294187,Born To Race Collection
288491,Dolphin Tale Collection
288235,Cat Run Collection
317299,Puss 'n Boots Collection
107465,Six Degrees of Celebration Collection
135466,Grave Encounters Collection
222639,Detective Dee Collection
315560,The Woman in Black Collection
215452,Kokowääh Filmreihe
294226,The Dead Collection
476961,Goon Collection
212562,Jump Street Collection
393126,Letters to Santa Collection
96666,Eden of the East Collection
114431,The Incredible Hulk (TV Movie) Collection
312977,Iron Sky Collection
257960,The Raid Collection
413946,Gamma One Collection
84785,La trilogie de la mort – Nacho Cerda
142015,Housefull Collection
306937,Best Exotic Marigold Hotel Collection
86414,Boston Blackie Series
253537,Spud Collection
239430,Think Like a Man Collection
141649,Three Steps Above Heaven Collection
174995,Boys Love Collection
70764,Largo Winch Collection
393379,The Huntsman Collection
135416,Prometheus Collection
292068,The Pact Collection
466004,A Few Best Men Collection
386410,Dragon Ball Collection
266672,Ted Collection
328247,Magic Mike Collection
125574,The Amazing Spider-Man Collection
198697,Immaturi Collection
425189,Dragon Ball Z OVA Collection
103291,Subspecies Collection
187734,La Classe Américaine & Cie
224011,Dick Tracy 1940s Collection
297299,Bullit & Riper Collection
306031,Pitch Perfect Collection
123640,Les Mystères de l'ouest (Collection)
48655,Deathstalker Collection
259363,Manuale d'amore - Collezione
207621,V/H/S Collection
23497,Bleach (Collection)
467577,Evil Bong Collection
357173,Sinister Collection
185103,Hotel Transylvania Collection
165778,We Are From The Future Collection
48194,Ator Collection
385717,Thermae Romae Collection
244500,Gangs of Wasseypur Collection
161373,Tai Chi Collection
324475,Mann Filmreihe
404825,Wreck-It Ralph Collection
334356,The Man with the Iron Fists Collection
248534,Batman: The Dark Knight Returns Collection
205459,Fearless Hyena Collection
261286,Bad Ass Collection
239595,Nativity Collection
93287,Seventh Company Collection
300431,Lucky Stars Collection
184977,Shaolin Temple Collection
121938,The Hobbit Collection
283733,The Three Brothers Collection
260586,Le Cœur des Hommes
327871,Count Yorga Collection
403374,Jack Reacher Collection
119237,Legends of the Poisonous Seductress
391739,Cirque du Soleil Collection
206559,StreetDance Collection
247028,Rurouni Kenshin Live-Action Collection
133891,Confessions Collection
19262,Trapped in the Closet
256433,Dabangg Collection
251937,A Haunted House Collection
415931,The Bowery Boys
456733,The 1997 Trilogy
91813,Angelique Collection
133352,Resident Evil: Biohazard
207632,The ABCs of Death Collection
445332,Takashi Miike's Black Society Trilogy
135014,Åsa-Nisse Collection
456576,Journey to the West Collection
188534,Fantômas Serial
464577,The Croods Collection
205145,Gor Collection
386534,... Has Fallen Collection
44724,Don Collection
286936,Cyborg 009 Collection
256287,Justice League (Animated) Collection
385639,The Sentimental Swordsman Collection
385712,The South Shaolin Master Collection
456,Sissi Collection
197476,Captain America 1979 Classic Collection
476071,The Devil's Carnival Collection
382685,Now You See Me Collection
65906,Mods Collection
209131,Man of Steel Collection
256322,The Purge Collection
363369,Pacific Rim Collection
386162,LEGO DC Comics Super Heroes Collection
416468,World War Z Collection
362878,Yamla Pagla Deewana
286023,Sharknado Collection
313086,The Conjuring Collection
47400,Nick Carter Collection
343297,My Little Pony: Equestria Girls Collection
297923,We're the Millers Collection
270252,Planes Collection
480071,"Maria, ihm schmeckt's nicht!"
416305,Killjoy
243811,Paradise Trilogy
398758,Action Pack Bandit Films Collection
161314,The Angel Collection
90031,Inner Sanctum mysteries
259256,Race Collection
23456,One Piece Collection
279445,China O'Brien Collection
386382,Frozen Collection
160677,"Ninja, Band of Assassins Collection"
418219,Carmina - Colección
354164,Lamù Collection
23453,Tengen Toppa Gurren Lagann Collection
340633,Eberhofer Krimi Collection
344555,"F*ck You, Goethe Collection"
393744,Горько! (Коллекция)
44976,Dhoom Series
478545,American Addict Collection
283775,Zanna Bianca Collection
113589,The Hire
376650,Ride Along Collection
283579,Divergent Collection
293981,Flowers in the Attic Collection
408196,Teen Beach Collection
325470,The Lego Movie Collection
258664,Nymphomaniac Collection
252338,The Four Collection
397341,Don't Go Breaking My Heart Collection
59007,Bionicle Collection
358930,Contracted Collection
319850,Department Q series
403001,Meu Passado me Condena
455278,My Mom is a Character Collection
388180,Ocho apellidos - Colección
393326,Torchy Blane
121067,Bloodfist Collection
464308,The Nut Job Collection
455123,Belle et Sébastien
160792,Prudence et Bélisaire Beresford Collection
334996,Son of Batman Collection
409343,God's Not Dead Collection
458095,Super Giant Collection
237444,A Golden Christmas Collection
400700,Neighbors Collection
246207,Gunbuster Collection
284433,Guardians of the Galaxy Collection
239011,Detective Collection
417481,Father and Guns Collection
401562,Teenage Mutant Ninja Turtles (Remake) Collection
347469,Antboy Collection
402457,The Durango Kid
109079,Saint Seiya Collection
295130,The Maze Runner Collection
112860,Kati Collection
402074,Annabelle Collection
312744,Madicken
404609,John Wick Collection
446782,The Disappearance Of Eleanor Rigby
206449,Jungledyret Hugo Collection
426103,Ouija Collection
473185,Dead in Tombstone Collection
404136,Hopalong Cassidy films
315595,Tinker Bell Collection
255478,Cowgirls n' Angels Collection
382238,Cyborg Cop Trilogy
33381,The Whistler collection
313234,Warriors of the Rainbow: The Seediq Bale Saga
331841,Babysitting
98462,Fu Manchu Collection
9500,Werner Collection
351228,Ski School Collection
132877,Painted Skin Collection
282971,Aashiqui Collection
147220,Valami Amerika gyűjtemény
17149,20th Century Boys Collection
417064,If You Are the One (Collection)
392206,The Monkey King Collection
389544,Les Tuche
192486,The Doctor Series
452675,Cleopatra Jones
160401,Ninjas vs. Collection
330524,Six Swedes Collection
473730,Ringo Collection
153636,Flower and Snake Collection
188138,Il Maresciallo Giraldi Collection
391860,Kingsman Collection
296358,Anche gli angeli - Collezione
201260,Trilogy Marseillaise
441061,L'allenatore nel pallone - Collezione
69788,Sharpe Collection
279715,Beck Collection
24717,Johan Falk GSI Collection
326795,Freche Mädchen Filmreihe
444665,I due carabinieri Collecion
205029,The Reef Collection
428046,Viy Collection
464784,The Water of the Hills
180019,V: The Collection
285879,Seed Collection
389867,Shark.Attack
415799,East Side Kids
385650,The Spiritual Boxer Collection
456580,No Good Middle-Aged Yakuza Trilogy
98180,Jungle Jim Collection
9309,Winnetou Collection
413663,Charlie Chan (Roland Winters) Collection
155093,Tom Thorne Collection
175763,TekWar Collection
394258,The Amazing Colossal Man Duology
384040,The Six Million Dollar Man Collection
199629,Hercules TV Movies
172000,Vi hade i alla fall tur med vädret Collection
469648,Santas Paw
354066,The Nancy Drew Collection (Bonita Granville)
326849,Mostly Ghostly Collection
468551,Justice League Collection
422834,Ant-Man Collection
448150,Deadpool Collection
251117,Kenny Rogers Legend Of The Gambler
458813,Salt and Pepper Collection
421605,Heidi (Praesens-Film) Filmreihe
2643,Aces Go Places Collection
397848,Magic Kid Collection
435805,The Man from U.N.C.L.E. Collection
379897,Hayride Collection
435108,Whistling Collection
374930,Snow Queen Collection
395433,Lone Wolf film series
282117,Skeleton Key Collection
122938,Ring of Fire Collection
360344,Tarzan (Gordon Scott series)
336557,The Ouija Experiment Collection
223926,"Impy, the small dinosaur Collection"
188133,Les Charlots - Saga
114993,Unstable Fables Collection
376527,Richard the Lionheart Collection
270156,The Sweeney Collection
324458,The Mark Collection
218104,Snake Eater Collection
360112,He Who Dares Collection
452146,Old Way Collection
277798,Isi/Disi Collection
344830,Fifty Shades Collection
87252,Halloweentown Collection
173738,Fanthagirò Collection
122778,Wodehouse P.G. Collection
168949,The Encounter Collection
297501,Dixie Zombi - Colección
333154,Sunes samtliga Resor
343733,Lotta
369004,Borsalino Collection
479549,Joséphine - Saga
103001,Fantomas Collection
279244,Family Guy Presents Collection
393290,Sartana Collection
181502,Screwballs Collection
260520,Kathleen Madigan Collection
314023,Hercules (Lou Ferrigno) Collection
445118,Mark Collection
147207,Glass Tiger collection
104769,Lilla Jönsonligan Collection
47629,Mr. Boogedy Collection
441179,Chaar Sahibzaade Collection
353792,Garage Sale Mystery Collection
139394,Tomie Collection
479319,George Carlin Comedy Collection
352020,ДухLess (Коллекция)
196753,Ghost in the Shell: Arise
122661,Mardock Scramble Collection
148065,Doraemon Collection
133887,Apocalypse Collection
141252,Cardcaptor Sakura Collection
304025,Gwendolyn Shepherd Collection
115840,Would I Lie to You? Collection
118415,Berserk: Golden Age Arc
301508,Sadako 3D Collection
23240,The Garden of Sinners
427944,The Happy Hooker Collection
167552,Lemon Popsicle Collection
396839,Robotech (Samling)
412300,Fontaine Khaled Collection
382113,Spiders - Collection
470274,Killer Crocodile Collection
68589,The Wixxer Trilogy
333000,Santa's Apprentice
259411,Sex Up Filmreihe
9088,The Little Polar Bear Collection
165679,Girl's on Top Collection
94050,Lucky Luke (Animation) Collection
1617,Erkan & Stefan Filmreihe
165855,Kleines Arschloch Collection
215606,Seven Dwarfs Collection
133297,Ants in the Pants Collection
407273,Dead Rising Collection
122776,Kvartet I Collection
287684,Schule Collection
86346,Sabrina the Teenage Witch Collection
478328,The Houses October Built Collection
351231,Hardbodies Collection
265865,Space Dogs
442338,"Rico, Oskar 1, 2 & 3"
473847,The War of Flower Collection
272416,Lauras Stern
315609,Mörderischer Norden
44722,Munna Bhai Collection
147765,The Dog Who Saved Christmas Collection
356688,Batman Unlimited Collection
227140,Black Emanuelle Collection
123289,Unoffical Ghosthouse Series
411859,Barbie Fairytopia Collection
422361,Barbie A Mermaid Tale Collection
447622,Barbie Mariposa Collection
142022,Hera Pheri Collection
318037,Martial Law Collection
460334,Bulldog Drummond (Richard Johnson) Collection
20970,Sarkar Collection
256953,The Comics Collection
188197,Cetto La Qualunque - Collezione
146042,Oskar Luts Collection
151149,My Sisters Kids Collection
341455,Tanu Weds Manu Collection
460357,Ada Apa Dengan Cinta? Collection
456778,Max (Collection)
435259,Fantastic Beasts Collection
394316,Johnny Tsunami Collection
321148,Zenon Collection
427084,The Secret Life of Pets Collection
443996,Ghost in the Shell: Stand Alone Complex
363092,Mythica Collection
333398,Cabin By The Lake Collection
298778,1920 Collection
205672,Encounters of the Spooky Kind Collection
468039,The Sally Lochhart Mysteries Collection
21624,Golmaal Collection
256477,Saheb Biwi Aur Gangster Collection
213697,Sex is Zero Collection
264317,Bhoothnath Collection
446015,Golgo 13 Collection
445049,Il medico della mutua Collection
438282,Cross Collection
436483,Bad Kids Collection
444377,Il tassinaro
123203,Hellboy (Animated) Collection
148614,Kim Possible Collection
179042,Anja & Viktor Collection
93788,Prep & Landing Collection
141748,Robot Chicken: Star Wars Collection
425881,Thunder in Paradise Collection
138968,The Gingerdead Man Collection
189157,Love in a... Collection
23616,Naruto Collection
106784,Love in the City Collection
449530,Mystery Woman
343477,Kusswechsel Filmreihe
298187,Lezioni di Cioccolato Collection
362554,Ex Collection
294918,Paranormal Investigations Collection
473502,NASU Collection
256746,Vampire Boys Collection
220441,Art of the Devil Collection
289763,Long Arm of the Law Collection
350309,Bahubali Collection
401270,Lee Rock Collection
439596,Lavalantula Collection
363066,Erotic Ghost Story Collection
212123,Tiny Times Collection
41658,Fantozzi Collection
41083,Scuola di ladri - Collezione
376567,I pompieri - Collezione
464374,Ur kärlekens språk
466463,Descendants Collection
224026,Monster High Collection
143302,Mobile Suit Gundam Collection
192974,White Crane Chronicles
258506,Short Peace
319644,Black Scorpion Collection
322650,Detonator Collection
107546,Puff Collection
464125,Dragon Nest Collection
361007,Calcutta Trilogy
212166,Puella Magi Madoka Magica: The Movie
463394,Always: Sunset on Third Street Collection
370411,Attack on Titan Collection
263101,Sailor Moon Collection
93446,The Adventures of Erast Fandorin
393328,Library Wars Collection
427397,The Angrez Collection
285249,Hard Time Collection
389978,"Hard Revenge, Milly Collection"
426761,Hentai Kamen Collection
114488,Moskva-Kassiopeya Collection
134635,Santa Baby Collection
448758,Burnout Collection
390774,The Krays Collection
267308,Hot Wheels: AcceleRacers - Collection
374663,Mrs. Miracle Collection
32153,Fallen Collection
295274,The Crossing Collection
134633,Snow Collection
263106,Twitches Collection
437608,Papa ou Maman Collection
479692,Robert
59009,08/15 Collection
47630,The Falcon Series
330075,Little Witch Academia Collection
147669,Das Sams Collection
468552,Wonder Woman Collection
320064,El pico - Colección
338313,Argo Collection
164072,Baby Burlesks
386491,The Adventures of Mickey Matson Collection
437584,The Falls Collection
437439,Phobia Collection
281882,Public Enemy Series
385719,The Underdog Knight Collection
305360,Lucky Luke (Terence Hill) Collection
324703,Overheard Collection
404302,Cold War Collection
185627,Umizaru Collection
334414,Ostwind Filmreihe
385709,Tales From The Dark Collection
201545,Chinese Boxer Collection
442195,All Hallow's Eve Collection
456734,The Prostitute Trilogy
471435,Wolf Warriors Collection
334486,Detective K Collection
416491,Major Korenev Trilogy
120447,Naval Cadets Collection
120417,The Elusive Revengers Collection
441461,Regalo di Natale - Collezione
215293,The Under-Gifted Collection
415699,Devasuram Collection
198921,Алиса в стране чудес (Коллекция)
195071,Adventures of Mowgli
115164,Hornblower Collection
128123,Dark Rising Collection
380170,Flying Guillotine Collection
155408,Young And Dangerous Collection
131989,Recep İvedik Serisi
295852,Extralarge Collection
129453,Eating Out Series
416942,Madeline
312882,Pierino - Serie ufficiale
400412,Northpole
413935,Wizards of Waverly Place Collection
315944,Wallander (Rolf Lassgård)
192175,Fight Back to School Collection
385386,Parasyte Collection
473971,Daddy's Home Collection
364344,"Murder, She Baked Collection"
451539,The Bridge
154752,Legend of the Galactic Heroes Collection
397598,Arabian Nights
98448,Thou Shalt Laugh Collection
140059,We Were Here
385863,F.C. De Kampioenen Collectie
245321,K3 Collectie
183680,OSS 117 The Original Saga
425280,Slime City Collection
425880,The Cheetah Girls Collection
382402,Assassination Classroom Collection
297142,White Collar Hooligan Collection
216435,All for ...
311102,Klassefesten (Samling)
203029,Witchcraft Collection
337957,ABCD Collection
444485,Death Note Relight
219363,Prostokvashino Collection
107467,Самый лучший фильм - Коллекция
20725,Raaz Collection
377491,Les Profs
402380,Pitbull - Kolekcja
153629,Flower & Snake Collection
362722,Fimfárum (kolekce)
401655,Welcome Collection
467457,Race Gurram collection
228335,Rakht Charitra
257071,All Stars Collectie
100415,Thumbs! Collection
427113,Little Bear
256548,Father of Four Collection
401261,Hate Story Collection
133676,Knerten Collection
380160,Die Kirche bleibt im Dorf Collection
245198,Feluda Collection
429409,Force Collection
466894,Teen Titans Collection
469613,Los Leguineche - Colección
385250,Black Magic Collection
265709,00 Schneider Filmreihe
232403,Otto Collection
97462,Macross Frontier Collection
117354,Shin Chan Collection
474013,Kolpaçino Serisi
463398,Black & White Collection
360346,Tarzan (Mike Henry series)
122489,Billa Collection
188577,Tognazzi & Vianello Collection
199141,Tenchi Muyô Collection
182371,Armitage III Collection
145553,Slayers - Movie Collection
207415,Fatal Fury Collection
201689,Karas The Collection
134063,Animation Runner Kuromi (OAV collection)
452942,Megazone 23 Collection
166018,M.D. Geist Collection
139450,Memories Collection
473840,Little Forest Collection
343944,Singam Collection
284346,Nana Collection
214702,Mi Nismo Anđeli Collection
277630,CyberTracker Collection
480160,All of My Heart Collection
401119,Flower Shop Mystery Collection
345865,Emmanuelle 2000 Collections (USA)
180142,Kenji Misumi's Trilogy of the Sword
324909,LasseMaja: Samling
87251,The Good Witch Collection
257378,Fast Getaway Collection
446792,The Bremen Town Musicians (Collection)
96660,Circuitry Man Collection
112369,Kung Fu Mahjong Collection
206786,Goopy Bagha Trilogy
442237,Mikogami Trilogy / Wanderer Jôkichi
293196,Big Man Collection
342577,Till Luck Do Us Part Collection
374436,Waldemar Daninsky Collection
351667,Un éléphant ça trompe énormément
459434,Sherlock Holmes: The Golden Years Collection
39199,Detective Conan Collection
245326,The Fjällbacka Murders
478244,Spirits' Homecoming Collection
106368,Quando le donne avevano la coda
444275,Eccezzziunale... veramente Collections
376128,Beck - Historien om ett brott
374202,Kizumonogatari
102940,Break Blade Collection
198987,Winnie-the-Pooh (Russian)
238448,Les Ripoux - Trilogie
415695,Nadodikkattu Collection
201932,The Nigger Charley Collection
243738,The Work and the Glory Collection
477208,DC Super Hero Girls Collection
160952,Caméra Café
163798,Gumball 3000 Collection
256374,Zero Woman Collection
424842,Maigret (Rowan Atkinson) Collection
418326,"Signed, Sealed, Delivered"
414000,Omae Umasou Da na
472917,In the Vineyard Collection
347544,식객 시리즈
364342,Gourmet Detective Collection
413731,Nitro Collection
425435,Flatland Collection
427627,Outlaw Gangster VIP: The Complete Collection
258372,Ivan Tsarevich & the Grey Wolf Collection
122123,Three Heroes Collection
158814,Karlson Collection
429826,The Hobgoblin Collection
474015,Mandıra Filozofu Serisi
466388,Düğün Dernek Collection
479971,Sağ Salim Serisi
429232,Vai Que Dá Certo
273099,Olsen Banden (Samling)
180498,Krummerne (Samling)
123751,Blood Island (Hammer series)
367092,Tada's Do-It-All Collection
98077,Der Bockerer Collection
119240,The Joys of Torture Series
114374,Fist of the North Star: The Legends of the True Savior
403161,Miles Jupp Standup Collection
132203,Alan Davies Collection
129626,The Pub Landlord Collection
129407,John Pinette Collection
473845,Midnight Diner Collection
429231,Tainá
474022,Şevkat Yerimdar Serisi
433140,Zipi y Zape - Colección
397382,Epoch Collection
363918,Aurélie Laflamme Collection
197065,DMB Collection
106011,Shadow Boxing Collection
259308,I soliti idioti Collection
288882,Bloodfight
473977,Çalgı Çengi Collection
131992,Eyyvah Eyvah Collection
206857,Romantik Komedi [Seri]
431791,Classmates Collection
440769,Minions: 3 Mini-Movie Collection
162782,Mommies Collection
298162,"All inclusive, или все включено (Коллекция)"
415054,Облако-рай (Коллекция)
297252,Not Quite Human Collection
112406,The Aum Shinrikyo Collection
315054,Dark World Collection
106790,Hooked Collection
107478,Lovey-Dovey Collection
170416,God of Gamblers Collection
478947,Psy Collection
137804,Никто не знает про секс - Коллекция
122780,Параграф 78 - Дилогия
403603,La Tour Infernale
349336,Macskafogó gyűjtemény
114916,Сказки Чуковского
304809,Schoolgirl Report Collection
329220,Adventures of a ...
285428,The Cutlass Collection
267551,Aniskin Collection
142686,Зимняя Вишня (трилогия)
284700,Ivan Brovkin Collection
315091,Что Творят мужчины! (Коллекция)
474012,Kocan Kadar Konuş Serisi
463112,Hailey Dean Mystery Collection
104774,Tomtar och Trolltyg Collection
400500,Чебурашка и крокодил Гена
148603,Ducobu Collection
152918,Mister Blot Collection
200641,Red Lotus Collection
